reference,credit_date,credit_amount
ORD4863,2026-07-06,41070.33
ORD4864,2026-07-26,37939.59
ORD4866,2026-07-03,27117.58
ORD4867,2026-07-06,5302.04
ORD4869,2026-07-14,34390.73
ORD4871,2026-07-30,36054.08
ORD4872,2026-07-17,9659.98
ORD4873,2026-07-24,14104.3
ORD4874,2026-07-27,18524.39
ORD4875,2026-07-24,41878.77
ORD4876,2026-07-05,9768.12
ORD4877,2026-07-20,1179.76
ORD4878,2026-07-07,4739.63
ORD4879,2026-07-12,31673.21
ORD4880,2026-07-27,2055.98
ORD4881,2026-07-11,41196.05
ORD4882,2026-07-07,15324.37
ORD4883,2026-07-25,12000.33
ORD4886,2026-07-23,18411.71
ORD4887,2026-07-19,15249.68
ORD4887,2026-07-19,15249.68
ORD4888,2026-07-23,5304.77
ORD4889,2026-07-12,23552.89
ORD4889,2026-07-12,23552.89
ORD4890,2026-07-10,12149.65
ORD4891,2026-07-13,4828.8
ORD4892,2026-07-19,42415.12
ORD4893,2026-07-27,5217.98
ORD4894,2026-07-12,5464.28
ORD4895,2026-07-04,8517.42
ORD4896,2026-07-27,32670.82
ORD4897,2026-07-25,23227.08
ORD4898,2026-07-06,31733.19
ORD4899,2026-07-15,2152.72
ORD4900,2026-07-11,1694.94
ORD4901,2026-07-06,42530.98
ORD4902,2026-07-04,8180.73
ORD4902,2026-07-04,8180.73
ORD4903,2026-07-06,25348.99
ORD4904,2026-07-23,33140.85
ORD4905,2026-07-11,24259.34
ORD4906,2026-07-24,13104.67
ORD4907,2026-07-05,42790.73
ORD4908,2026-07-27,35387.67
ORD4909,2026-07-03,14737.67
ORD4910,2026-07-03,13203.49
ORD4911,2026-07-22,22285.16
ORD4912,2026-07-04,10069.13
ORD4913,2026-07-19,42774.51
ORD4914,2026-07-28,22371.58
ORD4915,2026-07-18,37941.06
ORD4915,2026-07-18,37941.06
ORD4916,2026-07-13,31807.42
ORD4916,2026-07-13,31807.42
ORD4917,2026-07-24,41874.58
ORD4918,2026-07-06,1145.69
ORD4919,2026-07-03,6671.38
ORD4920,2026-07-21,18568.15
ORD4921,2026-07-04,911.8
ORD4922,2026-07-03,43026.67
ORD4923,2026-07-27,18625.98
ORD4924,2026-07-12,27936.62
ORD4925,2026-07-20,20778.26
ORD4926,2026-07-22,19109.75
ORD4927,2026-07-09,25984.86
ORD4928,2026-07-16,1185.89
ORD4929,2026-07-08,837.82
ORD4930,2026-07-23,16962.07
ORD4931,2026-07-14,41405.73
ORD4932,2026-07-11,29854.56
ORD4933,2026-07-17,43338.53
ORD4934,2026-07-10,32325.93
ORD4936,2026-07-20,7440.02
ORD4937,2026-07-21,25744.75
ORD4939,2026-07-12,9538.31
ORD4939,2026-07-12,9538.31
ORD4940,2026-07-11,23198.3
ORD4941,2026-07-29,25420.99
ORD4942,2026-07-12,41518.66
ORD4943,2026-07-14,27185.48
ORD4943,2026-07-14,27185.48
ORD4944,2026-07-20,32262.37
ORD4945,2026-07-13,40819.18
ORD4945,2026-07-13,40819.18
ORD4946,2026-07-19,24430.67
ORD4947,2026-07-25,3597.37
ORD4948,2026-07-17,8041.75
ORD4949,2026-07-27,3625.25
ORD4950,2026-07-15,34680.11
ORD4951,2026-07-20,15130.35
ORD4952,2026-07-09,42140.97
ORD4953,2026-07-06,35632.48
ORD4954,2026-07-28,16774.23
ORD4955,2026-07-13,29818.27
ORD4956,2026-07-24,12291.84
ORD4957,2026-07-17,36832.98
ORD4959,2026-07-13,6445.96
ORD4960,2026-07-06,22702.7
ORD4960,2026-07-06,22702.7
ORD4961,2026-07-23,1497.26
ORD4962,2026-07-05,38256.04
ORD4963,2026-07-20,26749.87
ORD4964,2026-07-09,38985.33
ORD4965,2026-07-12,19846.35
ORD4966,2026-07-04,17194.01
ORD4967,2026-07-23,19404.3
ORD4970,2026-07-09,10561.45
ORD4971,2026-07-17,41019.93
ORD4972,2026-07-28,4392.87
ORD4974,2026-07-18,24114.98
ORD4975,2026-07-12,33173.2
ORD4976,2026-07-17,12745.65
ORD4977,2026-07-03,15410.36
ORD4977,2026-07-03,15410.36
ORD4978,2026-07-02,29115.41
ORD4979,2026-07-25,10518.72
ORD4980,2026-07-28,5802.19
ORD4981,2026-07-14,13387.87
ORD4982,2026-07-21,11766.48
ORD4983,2026-07-03,8852.2
ORD4984,2026-07-12,18266.71
ORD4985,2026-07-05,17046.8
ORD4986,2026-07-12,34449.58
ORD4988,2026-07-05,24399.18
ORD4990,2026-07-15,3620.02
ORD4991,2026-07-21,15741.13
ORD4992,2026-07-26,18311.4
ORD4993,2026-07-16,12821.88
ORD4994,2026-07-09,34063.29
ORD4996,2026-07-25,34359.44
ORD4997,2026-07-04,2350.78
ORD4998,2026-07-13,36583.24
ORD4999,2026-07-17,13783.26
